label,message_type,payload_size,response_time_ms,energy_value,timestamp,time_delta_seconds,message_type_encoded,anomaly_score,prediction,pred_label
Normal,MeterValues,228.72705848959185,64,57.51095584995759,2026-01-22 19:25:40.103618,37.0,3,0.12883065759886203,1,Normal
Normal,StartTransaction,259.57109401961276,35,0.0,2026-01-22 19:26:09.103618,29.0,4,0.11377484295777601,1,Normal
Normal,StartTransaction,312.06181565150086,67,0.0,2026-01-22 19:28:28.103618,139.0,4,0.14920211359459984,1,Normal
Normal,StartTransaction,214.22137460534066,168,0.0,2026-01-22 19:29:44.103618,76.0,4,0.1376103488608404,1,Normal
Saldırı,MeterValues,234.0,91,1109.6587138559535,2026-01-22 19:30:10.103618,26.0,3,-0.0423349238324342,-1,Saldırı
Normal,MeterValues,196.42442555417443,49,17.738104006111307,2026-01-22 19:34:23.103618,253.0,3,0.14283752679861195,1,Normal
Normal,Heartbeat,48.398153451956084,45,0.0,2026-01-22 19:36:58.103618,155.0,2,0.18730172201971496,1,Normal
Normal,Authorize,394.57931359767673,34,0.0,2026-01-22 19:41:45.103618,287.0,0,-0.019708957887986878,-1,Saldırı
Normal,MeterValues,148.601020409172,66,27.787132654364925,2026-01-22 19:45:58.103618,253.0,3,0.1281923592800419,1,Normal
Normal,MeterValues,164.24889873593511,55,33.71897717200194,2026-01-22 19:46:25.103618,27.0,3,0.13995314303748074,1,Normal
Normal,BootNotification,217.3278242342409,29,0.0,2026-01-22 19:48:35.103618,130.0,1,0.11726152208380819,1,Normal
Normal,MeterValues,244.18726761318476,62,58.028999596573804,2026-01-22 19:50:05.103618,90.0,3,0.11835160577706838,1,Normal
Normal,Heartbeat,51.10019403055704,139,0.0,2026-01-22 19:50:41.103618,36.0,2,0.18779039432756256,1,Normal
Saldırı,MeterValues,169.0,74,885.7869810713964,2026-01-22 19:51:23.103618,42.0,3,0.0038995326559588817,1,Normal
Normal,Heartbeat,49.701656234922886,152,0.0,2026-01-22 19:54:03.103618,160.0,2,0.18864615818588548,1,Normal
Normal,MeterValues,243.40213153797052,135,32.213712522271145,2026-01-22 19:56:12.103618,129.0,3,0.16307375141905672,1,Normal
Normal,MeterValues,179.84560493830293,85,12.969530765453193,2026-01-22 19:59:06.103618,174.0,3,0.1717070667567835,1,Normal
Normal,MeterValues,149.85841810881956,136,23.99496196968061,2026-01-22 20:01:18.103618,132.0,3,0.16281156142480252,1,Normal
Normal,Heartbeat,51.867291851221545,153,0.0,2026-01-22 20:05:02.103618,224.0,2,0.18048879623330116,1,Normal
Normal,MeterValues,154.0413934490459,43,9.928287742976972,2026-01-22 20:05:53.103618,51.0,3,0.14922162076918644,1,Normal
Normal,StopTransaction,241.04015416700756,161,0.0,2026-01-22 20:09:11.103618,198.0,5,0.1194297170713573,1,Normal
Normal,Heartbeat,49.35003512711939,151,0.0,2026-01-22 20:09:44.103618,33.0,2,0.17760590608164822,1,Normal
Normal,Heartbeat,51.78317956993864,29,0.0,2026-01-22 20:14:24.103618,280.0,2,0.13853983532088832,1,Normal
Normal,MeterValues,151.5210272805649,33,32.426773151386975,2026-01-22 20:15:03.103618,39.0,3,0.12735435310505128,1,Normal
Normal,Heartbeat,48.313680758511346,162,0.0,2026-01-22 20:19:59.103618,296.0,2,0.13893999759586617,1,Normal
Normal,BootNotification,305.78283942403544,73,0.0,2026-01-22 20:23:01.103618,182.0,1,0.11900180490741041,1,Normal
Normal,Heartbeat,50.68730003099764,80,0.0,2026-01-22 20:24:04.103618,63.0,2,0.19076023029381628,1,Normal
Normal,Heartbeat,50.41670016210012,176,0.0,2026-01-22 20:25:23.103618,79.0,2,0.17922654933339272,1,Normal
Normal,Authorize,303.12817801818176,46,0.0,2026-01-22 20:26:56.103618,93.0,0,0.06391449756111611,1,Normal
Normal,MeterValues,151.33177144307035,31,51.147592159400965,2026-01-22 20:27:41.103618,45.0,3,0.10823330017761484,1,Normal
Saldırı,BootNotification,2448.1066618072737,4032,0.0,2026-01-22 20:27:41.113618,0.01,1,-0.1207873389932761,-1,Saldırı
Normal,MeterValues,187.07935959713924,27,37.37445977051968,2026-01-22 20:28:36.113618,55.0,3,0.14121381048397347,1,Normal
Normal,Heartbeat,51.48453332959863,47,0.0,2026-01-22 20:31:19.113618,163.0,2,0.18932157313312348,1,Normal
Normal,Heartbeat,49.40778241488405,191,0.0,2026-01-22 20:33:01.113618,102.0,2,0.1606669511688748,1,Normal
Normal,Heartbeat,49.05461947675061,62,0.0,2026-01-22 20:35:30.113618,149.0,2,0.196195434451714,1,Normal
Normal,MeterValues,163.39467067438355,199,28.890746335878063,2026-01-22 20:38:39.113618,189.0,3,0.11889555740244806,1,Normal
Normal,MeterValues,209.82834277037213,117,3.339942219135359,2026-01-22 20:39:56.113618,77.0,3,0.18915724591248528,1,Normal
Normal,Heartbeat,48.330055390512136,24,0.0,2026-01-22 20:42:51.113618,175.0,2,0.16251671926009598,1,Normal
Normal,Heartbeat,49.66887076969937,63,0.0,2026-01-22 20:46:32.113618,221.0,2,0.19347540777495548,1,Normal
Normal,Heartbeat,51.241186760287654,42,0.0,2026-01-22 20:47:25.113618,53.0,2,0.1840768684974174,1,Normal
Normal,Authorize,378.51905886881985,93,0.0,2026-01-22 20:48:57.113618,92.0,0,0.037465472582864034,1,Normal
Normal,Heartbeat,51.393347854517266,72,0.0,2026-01-22 20:50:02.113618,65.0,2,0.1914191317005871,1,Normal
Saldırı,BootNotification,2255.0559131637788,2896,0.0,2026-01-22 20:50:02.116618,0.003,1,-0.08797536361365088,-1,Saldırı
Normal,Heartbeat,50.64153618188225,41,0.0,2026-01-22 20:52:07.116618,125.0,2,0.19622616628622147,1,Normal
Normal,MeterValues,170.7556459595628,36,31.11152187265285,2026-01-22 20:54:08.116618,121.0,3,0.1507443564728932,1,Normal
Normal,Heartbeat,51.336742746975176,47,0.0,2026-01-22 20:55:33.116618,85.0,2,0.1917167286144214,1,Normal
Normal,Heartbeat,49.40715471322314,80,0.0,2026-01-22 21:00:25.116618,292.0,2,0.16792429067927495,1,Normal
Normal,StartTransaction,377.0813861200157,98,0.0,2026-01-22 21:03:42.116618,197.0,4,0.11987810059727205,1,Normal
Normal,Heartbeat,48.68772954254068,171,0.0,2026-01-22 21:04:02.116618,20.0,2,0.15473982309808448,1,Normal
Normal,Heartbeat,50.32799903047181,133,0.0,2026-01-22 21:05:27.116618,85.0,2,0.19743005959675974,1,Normal
Saldırı,MeterValues,228.0,54,1099.3092363567573,2026-01-22 21:05:37.116618,10.0,3,-0.04703399344112502,-1,Saldırı
Normal,Authorize,316.43059030389355,146,0.0,2026-01-22 21:08:06.116618,149.0,0,0.07151873368404604,1,Normal
Normal,MeterValues,226.1946131876737,169,24.447882707907713,2026-01-22 21:11:58.116618,232.0,3,0.14534444599293467,1,Normal
Normal,StopTransaction,349.52370868726,69,0.0,2026-01-22 21:14:52.116618,174.0,5,0.10158052828997449,1,Normal
Normal,Heartbeat,50.33544962015516,74,0.0,2026-01-22 21:18:28.116618,216.0,2,0.18863989791166164,1,Normal
Normal,Heartbeat,51.5266291746267,175,0.0,2026-01-22 21:20:09.116618,101.0,2,0.17829171856745607,1,Normal
Normal,Heartbeat,49.89971078935103,41,0.0,2026-01-22 21:23:35.116618,206.0,2,0.18901562599935195,1,Normal
Normal,MeterValues,242.1329953422323,38,54.307058605657915,2026-01-22 21:24:25.116618,50.0,3,0.11893475389555708,1,Normal
Normal,Authorize,318.30875630263444,164,0.0,2026-01-22 21:25:47.116618,82.0,0,0.05654511079280733,1,Normal
Normal,Heartbeat,49.07805010554735,74,0.0,2026-01-22 21:28:04.116618,137.0,2,0.19777692397163743,1,Normal
Normal,StopTransaction,209.92832613137782,75,0.0,2026-01-22 21:28:21.116618,17.0,5,0.08856635500394539,1,Normal
Saldırı,MeterValues,163.0,52,1056.7009489379682,2026-01-22 21:29:08.116618,47.0,3,-0.03289397542229078,-1,Saldırı
Normal,Heartbeat,49.125896125675496,74,0.0,2026-01-22 21:32:54.116618,226.0,2,0.1859617891784005,1,Normal
Normal,MeterValues,184.35217914433787,28,43.93144490841183,2026-01-22 21:34:31.116618,97.0,3,0.13606113105096862,1,Normal
Normal,MeterValues,164.37248999719148,122,37.523106453804104,2026-01-22 21:37:46.116618,195.0,3,0.15237004089495138,1,Normal
Normal,StopTransaction,388.99398991262575,67,0.0,2026-01-22 21:42:20.116618,274.0,5,0.059186385278451104,1,Normal
Normal,Heartbeat,49.847152627364565,31,0.0,2026-01-22 21:46:54.116618,274.0,2,0.16163546661725353,1,Normal
Normal,MeterValues,240.84389009454662,147,23.087190458086756,2026-01-22 21:50:06.116618,192.0,3,0.1555192116989743,1,Normal
Normal,Heartbeat,49.64849232451563,30,0.0,2026-01-22 21:54:16.116618,250.0,2,0.16859325240493528,1,Normal
Normal,MeterValues,215.9289998731659,162,40.70298281904376,2026-01-22 21:55:14.116618,58.0,3,0.15277512633465085,1,Normal
Normal,Heartbeat,50.36126304422342,89,0.0,2026-01-22 21:56:49.116618,95.0,2,0.19946842901061973,1,Normal
Saldırı,BootNotification,2085.8582053175433,3096,0.0,2026-01-22 21:56:49.117618,0.001,1,-0.08602164444628047,-1,Saldırı
Normal,Authorize,386.59334885354633,63,0.0,2026-01-22 22:00:10.117618,201.0,0,0.0330081221524442,1,Normal
Saldırı,BootNotification,2015.3517447231843,2298,0.0,2026-01-22 22:00:10.124618,0.007,1,-0.08225557462310773,-1,Saldırı
Normal,Heartbeat,49.69661075166515,42,0.0,2026-01-22 22:00:58.124618,48.0,2,0.18920583315543155,1,Normal
Normal,MeterValues,211.65113792903952,153,49.78025276210833,2026-01-22 22:04:32.124618,214.0,3,0.13334507679733942,1,Normal
Normal,Heartbeat,51.2496240825506,102,0.0,2026-01-22 22:08:07.124618,215.0,2,0.1955077111375217,1,Normal
Normal,MeterValues,243.4625374936698,60,10.833018073037373,2026-01-22 22:08:58.124618,51.0,3,0.16604605151677704,1,Normal
Normal,Heartbeat,49.05514593500721,23,0.0,2026-01-22 22:12:19.124618,201.0,2,0.16634607550611386,1,Normal
Normal,MeterValues,202.9033181062333,187,34.94992446881005,2026-01-22 22:14:57.124618,158.0,3,0.14069369769107298,1,Normal
Normal,Heartbeat,49.61757596337833,77,0.0,2026-01-22 22:18:06.124618,189.0,2,0.19150596789271485,1,Normal
Normal,Heartbeat,48.50557624884975,77,0.0,2026-01-22 22:19:51.124618,105.0,2,0.1875803255723542,1,Normal
Normal,Heartbeat,49.74334270905005,195,0.0,2026-01-22 22:22:17.124618,146.0,2,0.1578013419106845,1,Normal
Normal,MeterValues,172.37391746931252,21,6.002115571602246,2026-01-22 22:25:50.124618,213.0,3,0.13216995664395148,1,Normal
Normal,Heartbeat,50.15909793052148,199,0.0,2026-01-22 22:30:33.124618,283.0,2,0.12755154894286663,1,Normal
Normal,MeterValues,248.72446766646405,185,6.168851006898731,2026-01-22 22:30:49.124618,16.0,3,0.12592112774835934,1,Normal
Saldırı,MeterValues,234.0,74,863.6000332304445,2026-01-22 22:31:45.124618,56.0,3,-0.003914940726201466,-1,Saldırı
Normal,Heartbeat,48.905555794084535,106,0.0,2026-01-22 22:35:48.124618,243.0,2,0.18576278272668162,1,Normal
Normal,Heartbeat,51.27849945976822,162,0.0,2026-01-22 22:40:00.124618,252.0,2,0.18007976255719665,1,Normal
Normal,Authorize,396.44650160153424,28,0.0,2026-01-22 22:43:17.124618,197.0,0,0.00781113532246569,1,Normal
Normal,Heartbeat,50.427235581894074,183,0.0,2026-01-22 22:46:26.124618,189.0,2,0.162470515892448,1,Normal
Normal,MeterValues,156.50361347261816,49,9.947681291952437,2026-01-22 22:47:47.124618,81.0,3,0.1573104187462448,1,Normal
Normal,StopTransaction,364.98351672463883,138,0.0,2026-01-22 22:48:52.124618,65.0,5,0.10546988699950582,1,Normal
Normal,MeterValues,165.06328742011962,40,58.15264501148335,2026-01-22 22:49:21.124618,29.0,3,0.10172715690307005,1,Normal
Normal,MeterValues,166.26620826792055,29,54.03183836888521,2026-01-22 22:53:57.124618,276.0,3,0.06481036537182383,1,Normal
Normal,Heartbeat,51.837919557343504,32,0.0,2026-01-22 22:57:21.124618,204.0,2,0.16484170590927577,1,Normal
Normal,StartTransaction,375.71450824617324,79,0.0,2026-01-22 22:57:51.124618,30.0,4,0.10138136548983895,1,Normal
Normal,MeterValues,189.80490579842808,54,51.63548902313802,2026-01-22 23:00:48.124618,177.0,3,0.13910961072607408,1,Normal
Normal,MeterValues,163.37637140001235,64,46.89315555135109,2026-01-22 23:01:47.124618,59.0,3,0.14017646637362913,1,Normal
Normal,MeterValues,221.98731324794585,81,23.988824430928748,2026-01-22 23:03:55.124618,128.0,3,0.17438252939923493,1,Normal
Normal,MeterValues,220.23702286591367,66,13.663687195680488,2026-01-22 23:04:42.124618,47.0,3,0.17194467745730152,1,Normal
Saldırı,MeterValues,159.0,109,855.8745627563185,2026-01-22 23:05:11.124618,29.0,3,-0.004797367801570918,-1,Saldırı
Normal,MeterValues,242.421759589312,27,32.91799360891108,2026-01-22 23:05:44.124618,33.0,3,0.1198803130760876,1,Normal
Normal,MeterValues,150.93520286605946,142,42.44996193394545,2026-01-22 23:10:41.124618,297.0,3,0.08749296857190714,1,Normal
Normal,Heartbeat,50.20656414091361,126,0.0,2026-01-22 23:12:44.124618,123.0,2,0.19783426178666635,1,Normal
Normal,StopTransaction,336.2598748783997,20,0.0,2026-01-22 23:16:47.124618,243.0,5,0.06872523938964836,1,Normal
Normal,Heartbeat,51.70591739494826,157,0.0,2026-01-22 23:20:23.124618,216.0,2,0.18336898539535013,1,Normal
Normal,BootNotification,251.57521500341258,108,0.0,2026-01-22 23:23:37.124618,194.0,1,0.1316881256317915,1,Normal
Normal,Heartbeat,50.16425557003999,181,0.0,2026-01-22 23:24:55.124618,78.0,2,0.1671612748420323,1,Normal
Normal,MeterValues,201.1655179076997,33,33.702374554092884,2026-01-22 23:26:28.124618,93.0,3,0.15130334772582354,1,Normal
Normal,Authorize,324.3662035760551,54,0.0,2026-01-22 23:31:15.124618,287.0,0,0.014542054250088365,1,Normal
Normal,MeterValues,209.24125564164336,52,46.93891496927007,2026-01-22 23:32:10.124618,55.0,3,0.15122989097486383,1,Normal
Normal,StartTransaction,237.12231124055162,68,0.0,2026-01-22 23:33:27.124618,77.0,4,0.14950757688729588,1,Normal
Normal,StartTransaction,282.6035776277928,147,0.0,2026-01-22 23:34:39.124618,72.0,4,0.14460982977480175,1,Normal
Normal,StartTransaction,254.88626903370755,180,0.0,2026-01-22 23:35:50.124618,71.0,4,0.12263402579318367,1,Normal
Normal,MeterValues,225.06445222635315,38,49.08084205613294,2026-01-22 23:36:44.124618,54.0,3,0.13802508185459522,1,Normal
Normal,StopTransaction,232.9862936760946,181,0.0,2026-01-22 23:41:33.124618,289.0,5,0.07253629857746857,1,Normal
Normal,StopTransaction,293.97177010823924,37,0.0,2026-01-22 23:42:07.124618,34.0,5,0.09192405397723136,1,Normal
Normal,MeterValues,249.67218201877773,117,5.214970963497716,2026-01-22 23:46:13.124618,246.0,3,0.16004150409867074,1,Normal
Normal,Heartbeat,51.44159469828575,76,0.0,2026-01-22 23:49:03.124618,170.0,2,0.1939915538647063,1,Normal
Normal,Heartbeat,48.52200147036431,155,0.0,2026-01-22 23:50:22.124618,79.0,2,0.18131252734995756,1,Normal
Normal,Heartbeat,48.45468483199564,46,0.0,2026-01-22 23:50:38.124618,16.0,2,0.14699695938405738,1,Normal
Normal,Heartbeat,48.33495065339703,20,0.0,2026-01-22 23:52:18.124618,100.0,2,0.15557577720653337,1,Normal
Normal,Authorize,356.0078891007157,129,0.0,2026-01-22 23:55:29.124618,191.0,0,0.05416781784628588,1,Normal
Normal,Heartbeat,50.70538645758884,53,0.0,2026-01-22 23:56:31.124618,62.0,2,0.19050275716799348,1,Normal
Normal,Heartbeat,51.26628903215907,127,0.0,2026-01-23 00:00:27.124618,236.0,2,0.18435316573730187,1,Normal
Normal,StopTransaction,377.4604228884406,158,0.0,2026-01-23 00:03:14.124618,167.0,5,0.09152027383781047,1,Normal
Normal,Heartbeat,51.94074095605598,169,0.0,2026-01-23 00:05:26.124618,132.0,2,0.17976130952052066,1,Normal
Normal,Heartbeat,48.48973530804851,47,0.0,2026-01-23 00:06:04.124618,38.0,2,0.17327947631123075,1,Normal
Normal,MeterValues,194.6233066124142,65,55.26083001650068,2026-01-23 00:09:07.124618,183.0,3,0.13809877333498666,1,Normal
Normal,MeterValues,162.69788528102967,112,0.14988862552999693,2026-01-23 00:13:06.124618,239.0,3,0.16866560816449605,1,Normal
Normal,MeterValues,230.87492945272433,75,13.944702087414802,2026-01-23 00:14:09.124618,63.0,3,0.16499910718260608,1,Normal
Normal,Heartbeat,48.98015380609328,172,0.0,2026-01-23 00:15:16.124618,67.0,2,0.17680141468207794,1,Normal
Normal,Heartbeat,48.438859924486565,195,0.0,2026-01-23 00:18:59.124618,223.0,2,0.14211307195713113,1,Normal
Normal,Heartbeat,51.60110034988049,102,0.0,2026-01-23 00:19:29.124618,30.0,2,0.18075849158288448,1,Normal
Normal,Authorize,384.04382124283114,159,0.0,2026-01-23 00:23:46.124618,257.0,0,0.020729331267553497,1,Normal
Normal,Authorize,223.4924308147374,41,0.0,2026-01-23 00:26:03.124618,137.0,0,0.07051910209778156,1,Normal
Normal,StartTransaction,362.6516812661048,165,0.0,2026-01-23 00:27:44.124618,101.0,4,0.12588934584501704,1,Normal
Normal,StopTransaction,220.19148989383905,91,0.0,2026-01-23 00:30:17.124618,153.0,5,0.11756517973505282,1,Normal
Normal,MeterValues,190.57148218742537,159,23.497187586744367,2026-01-23 00:30:27.124618,10.0,3,0.14202877096491517,1,Normal
Normal,MeterValues,180.27009908611942,109,35.865346123738846,2026-01-23 00:34:55.124618,268.0,3,0.13906735233340906,1,Normal
Normal,Authorize,256.18597629994775,177,0.0,2026-01-23 00:35:30.124618,35.0,0,0.04645861582293953,1,Normal
Normal,Heartbeat,51.88955159231575,165,0.0,2026-01-23 00:40:09.124618,279.0,2,0.16057239829636388,1,Normal
Normal,MeterValues,226.1177063614254,171,1.8390983914903791,2026-01-23 00:44:40.124618,271.0,3,0.15355401098612842,1,Normal
Normal,MeterValues,215.91838766359814,35,25.98294382200781,2026-01-23 00:47:43.124618,183.0,3,0.1495723587365264,1,Normal
Normal,StartTransaction,226.77958562137314,99,0.0,2026-01-23 00:49:19.124618,96.0,4,0.16103860229536804,1,Normal
Saldırı,MeterValues,151.0,65,835.6016686091864,2026-01-23 00:50:08.124618,49.0,3,-0.004596707297016667,-1,Saldırı
Normal,StopTransaction,345.263478644756,155,0.0,2026-01-23 00:54:48.124618,280.0,5,0.07033454823404728,1,Normal
Normal,StopTransaction,293.4699791648884,28,0.0,2026-01-23 00:56:47.124618,119.0,5,0.11129516410365214,1,Normal
Normal,MeterValues,215.10571047703618,106,50.53428816339135,2026-01-23 01:00:56.124618,249.0,3,0.1284676394094973,1,Normal
Normal,Authorize,274.0314942365052,198,0.0,2026-01-23 01:04:15.124618,199.0,0,0.029598793982390403,1,Normal
Normal,BootNotification,332.8912084518618,194,0.0,2026-01-23 01:07:23.124618,188.0,1,0.08077322714693713,1,Normal
Normal,Heartbeat,49.16222677033547,74,0.0,2026-01-23 01:11:50.124618,267.0,2,0.17881000693985316,1,Normal
Normal,StopTransaction,338.6299360315191,184,0.0,2026-01-23 01:12:53.124618,63.0,5,0.08855943070950989,1,Normal
Normal,Heartbeat,48.687082168313104,87,0.0,2026-01-23 01:17:14.124618,261.0,2,0.1754504821907057,1,Normal
Normal,MeterValues,230.96720294347685,36,4.7585356660979405,2026-01-23 01:21:45.124618,271.0,3,0.13617126115162537,1,Normal
Normal,BootNotification,326.63425399664857,96,0.0,2026-01-23 01:24:34.124618,169.0,1,0.12969918361479071,1,Normal
Normal,Heartbeat,51.988398759235295,89,0.0,2026-01-23 01:27:08.124618,154.0,2,0.17956145106440624,1,Normal
Normal,Authorize,364.10504568147684,39,0.0,2026-01-23 01:31:36.124618,268.0,0,0.01667653327326435,1,Normal
Normal,Heartbeat,50.73747062171093,143,0.0,2026-01-23 01:35:11.124618,215.0,2,0.19048153140802976,1,Normal
Normal,Heartbeat,48.9441447808697,111,0.0,2026-01-23 01:38:42.124618,211.0,2,0.19236142694169628,1,Normal
Saldırı,BootNotification,2257.6530920722435,3011,0.0,2026-01-23 01:38:42.127618,0.003,1,-0.08566443242578914,-1,Saldırı
Normal,StopTransaction,285.8599536712024,131,0.0,2026-01-23 01:42:22.127618,220.0,5,0.12509400717591124,1,Normal
Normal,MeterValues,171.8497075307647,66,16.37545200140815,2026-01-23 01:47:13.127618,291.0,3,0.11461905879482975,1,Normal
Normal,MeterValues,237.33438092160802,37,58.89418532058103,2026-01-23 01:51:45.127618,272.0,3,0.06005224316737667,1,Normal
Normal,MeterValues,213.79369599385194,25,34.570645101638554,2026-01-23 01:55:38.127618,233.0,3,0.1196716838628728,1,Normal
Normal,BootNotification,243.9759066444591,151,0.0,2026-01-23 01:57:41.127618,123.0,1,0.1366169584852287,1,Normal
Normal,Heartbeat,51.473979050551435,27,0.0,2026-01-23 02:00:16.127618,155.0,2,0.17154508442220967,1,Normal
Normal,MeterValues,211.47112940146823,120,57.697693382459526,2026-01-23 02:04:14.127618,238.0,3,0.10344579346841615,1,Normal
Normal,Heartbeat,48.08585822016626,55,0.0,2026-01-23 02:06:12.127618,118.0,2,0.1845677740510583,1,Normal
Normal,StopTransaction,336.3190430769526,107,0.0,2026-01-23 02:10:34.127618,262.0,5,0.08818575762707725,1,Normal
Normal,MeterValues,248.19308428674628,89,15.138098617922847,2026-01-23 02:11:38.127618,64.0,3,0.16360906022351374,1,Normal
